Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
Not Available,啜るNNHappy拉麺,21,0,,,,0,,,23356139.0,0
Not Available,Tyler,22,0,,,,0,,,23307042.0,0
Not Available,Grey,84,0,,,,0,,,8820201.0,0
Not Available,Davis Lapkin,27,0,,,,0,,,23334245.0,0
Not Available,Barrrdi,57k,0,,,,0,,,698971.0,603
Not Available,hanz,3k,0,,,,0,,,9736930.0,15
Not Available,Eitan Katz,86,0,,,,0,,,23355969.0,0
Not Available,John Engebretson,87,0,,,,1,,,23017515.0,0
Not Available,shivani wadkar,4k,0,,,,0,,,21609203.0,0
Not Available,jvx23,1k,0,,,,0,,,21459955.0,0
"Chesterfield, MA",dam,184k,0,,,,0,,,1601831.0,5
Not Available,Gokul S,4k,0,,,,0,,,3936207.0,2
Not Available,batuhanboran,4k,0,,,,0,,,15151626.0,0
Not Available,Harsh Rao,521,0,,,,0,,,22274653.0,0
Not Available,konradns,10k,0,,,,0,,,4588001.0,9
"Stuttgart, Germany",Mahbub,76k,0,,,,0,,,6858090.0,47
Not Available,N. J,14k,0,,,,0,,,17487397.0,29
"Paris, France",Right leg,1.9m,371,,,,273,,,7051394.0,"2,564"
Not Available,zmii,367k,11,,,,0,,,2730688.0,708
The Internets,1ManStartup,213k,0,,,,0,,,2088916.0,104
"Tunis, Tunisie",contact,561,0,,,,0,,,15902150.0,0
Not Available,Endless Paradox,73,0,,,,0,,,23346133.0,0
"San Francisco, CA",Matthew Herbst,3.2m,301,,,,75,,,2518231.0,"3,743"
Not Available,DumbDavid,199,0,,,,0,,,20641749.0,0
Not Available,footpathdriver,224,0,,,,0,,,12725919.0,0
"Montreal, QC, Canada",Lachlan,4k,0,,,,0,,,6428140.0,24
Not Available,Mike,511k,0,,,,0,,,377210.0,122
Not Available,matt,76k,0,,,,1,,,5200466.0,341
Israel,Alex F,281k,1,,,,0,,,1144952.0,148
"San Diego, CA, United States",Anonynags,5k,0,,,,0,,,6355687.0,0
"Lagos, Nigeria",idrisadetunmbi,75k,0,,,,0,,,3361180.0,44
Not Available,Victor Hernandez,231,0,,,,0,,,12413831.0,0
Not Available,user21584544,199,0,,,,1,,,21584544.0,0
Not Available,Mac.exe,459,1,,,,1,,,21707349.0,4
Not Available,R2R,104,0,,,,0,,,23328649.0,0
Not Available,maitykoulik,64,0,,,,0,,,15153527.0,0
Not Available,ktomasso,11k,0,,,,0,,,2539742.0,5
"Bangalore, India",Swathi S,19k,0,,,,0,,,3918361.0,0
Not Available,Antonio Rafael da Silva Filho,18k,0,,,,0,,,3947259.0,57
Not Available,user3207859,14k,0,,,,0,,,3207859.0,0
Not Available,Katerina Ziotopoulou,1k,0,,,,0,,,18583853.0,0
"Minnesota, USA",MinnRick,4k,0,,,,0,,,2989329.0,5
Not Available,Tony Gaeta,10k,0,,,,1,,,4126841.0,132
"San Rafael, CA",lschult2,66k,0,,,,1,,,491499.0,53
Not Available,aytinh,59,0,,,,0,,,23355509.0,0
"Austin, TX, USA",Qi Wang,4k,1,,,,1,,,15899901.0,7
Not Available,Dobroslav,34,0,,,,0,,,22764595.0,0
Not Available,André de Lacerda Santos,116,0,,,,0,,,22647287.0,0
Not Available,Cenap,36,0,,,,0,,,23335705.0,0
Not Available,Mads Kristensen,140,0,,,,0,,,20461293.0,0
"Nantes, France",Anthony Brenelière,5.8m,1,,,,0,,,3433751.0,373
Not Available,user2526586,107k,0,,,,0,,,2526586.0,27
India,Lomas Sharma,41,0,,,,0,,,9385828.0,0
"Hua Hin, Hua Hin District, Provincia de Prachuap Khiri Khan, Tailandia",R0bertinski,74k,0,,,,0,,,2761808.0,38
bangladesh,NoSleepTonight,119,0,,,,0,,,23155475.0,3
Not Available,Stefano Grillini,4k,0,,,,0,,,8935865.0,2
Not Available,Ehsaan Hoque,57,0,,,,0,,,22419552.0,0
Not Available,Fermin Salcedo,534,0,,,,0,,,7632367.0,0
Not Available,user23355892,24,0,,,,0,,,23355892.0,0
Not Available,Nino Fioretti,36,0,,,,0,,,23352035.0,0
Not Available,Teoss,20,0,,,,0,,,19650148.0,0
Not Available,JerryBuilds,39,0,,,,0,,,18228626.0,0
United Kingdom,theINtoy,1.3m,7,,,,11,,,1279002.0,371
Not Available,joao-p-holanda,16,0,,,,0,,,23355924.0,0
Not Available,Art Leitch,37,0,,,,0,,,8266687.0,0
Not Available,user23355692,49,0,,,,0,,,23355692.0,0
Not Available,1MoreLineOfCode,2k,0,,,,0,,,18884299.0,0
"Debrecen, Magyarország",Ballazx,39k,0,,,,0,,,11672206.0,59
Not Available,Florent,15k,1,,,,0,,,10286245.0,8
leon gto,mimus,33k,0,,,,0,,,11579387.0,31
Not Available,eczn,97k,0,,,,0,,,6732135.0,240
Not Available,CrookedGrin,4k,0,,,,0,,,13715121.0,0
Not Available,Quantumania,163,0,,,,0,,,7761783.0,1
Not Available,datacleanupnewb,772,0,,,,0,,,15661090.0,0
Not Available,Victor Magniont,16,0,,,,0,,,23356033.0,0
"World, esp. India",QuestionTheAnswer,303,0,,,,0,,,23104418.0,4
Not Available,Akshay Kumar,27k,0,,,,0,,,4582746.0,18
"Sydney, Australia",PandaWood,1.7m,10,,,,8,,,43453.0,"1,184"
"Tallinn, Tallinna linn, Eesti",Cuzto,41k,0,,,,0,,,8715788.0,4
Not Available,JJ Fran,3k,0,,,,0,,,20211476.0,0
Not Available,Stackboi,5k,1,,,,1,,,14777696.0,1
Not Available,ML__enthusiast,82,0,,,,0,,,18935291.0,0
Not Available,ghbcode,10k,0,,,,0,,,9856012.0,0
Not Available,Wezzoid,420,0,,,,0,,,7815137.0,0
"Chennai, Tamil Nadu, India",Sekhar,201k,0,,,,0,,,948801.0,34
Not Available,Voila,54k,0,,,,1,,,1127347.0,66
Not Available,Bikbik,35,0,,,,0,,,20133188.0,0
"Chapet, France",Pico12,2.1m,0,,,,0,,,3070340.0,127
Germany,Gollasso,5k,1,,,,2,,,20412483.0,8
Not Available,Rosso,107,0,,,,0,,,21937262.0,0
"London, UK",Lenny D,160k,0,,,,0,,,2248174.0,64
Bengaluru,Yashwanth K,10k,0,,,,0,,,22046646.0,3
Not Available,W3C0d3,514,0,,,,0,,,20880404.0,0
Not Available,janet,339,0,,,,0,,,2851358.0,0
Not Available,maria,36,0,,,,0,,,22016519.0,0
"Birmingham, United Kingdom",Peter Morris,2.5m,42,,,,4,,,61311.0,"1,332"
"Buenos Aires, Argentina",Rafa,37,0,,,,0,,,14512581.0,0
"Calgary, AB, Canada",Vivek Dhiman,401k,0,,,,0,,,2560981.0,16
Not Available,GCE,55,0,,,,0,,,15513233.0,0
Not Available,Jaya,483k,13,,,,2,,,1639515.0,382
Not Available,Jacob,13k,0,,,,0,,,2672038.0,10
Not Available,Martin,187k,0,,,,0,,,10596295.0,574
Spain,cybtow,11k,0,,,,0,,,6653184.0,22
Not Available,Ayush,82k,0,,,,0,,,15760013.0,25
Not Available,kreuzerkrieg,1.1m,1,,,,2,,,1530018.0,358
Not Available,Hilary2b,27,0,,,,0,,,21962634.0,0
"Vancouver, BC, Canada",Legolas Wang,869k,1,,,,0,,,10951865.0,236
Not Available,JakePlatford,26k,0,,,,0,,,4986582.0,265
Not Available,Spencer Goff,216k,0,,,,0,,,4487368.0,500
Not Available,Noopur Dubey,47,0,,,,0,,,5793340.0,0
Not Available,Serena,62,0,,,,0,,,21515751.0,0
UK,Jokubas11,6k,0,,,,1,,,9085936.0,4
Not Available,nyori,89,0,,,,0,,,23353654.0,0
Not Available,Alex Courtney,8k,0,,,,0,,,10998574.0,0
"Lévis saint nom, France",minioim,69k,0,,,,1,,,2546702.0,50
Not Available,Ashutosh Dubey,163,0,,,,0,,,16982962.0,1
Not Available,fakedrake,1.0m,0,,,,0,,,325809.0,303
Not Available,AoLiGei,145,0,,,,0,,,23086277.0,0
Not Available,Scott Turnquist,13k,0,,,,0,,,9848658.0,1
Not Available,stafbauer,18,0,,,,0,,,22907146.0,0
"Utrecht, Nederland",Koot6133,243k,0,,,,11,,,7320594.0,191
"Wels, Österreich",reiniX86,15k,0,,,,0,,,7730652.0,5
Hannover,Leo,2k,0,,,,0,,,10858147.0,25
Not Available,Ruben Weitzman,21,0,,,,0,,,23355997.0,0
Not Available,Xiao-Long Li,908,0,,,,0,,,22090518.0,0
Not Available,CClarke,70k,0,,,,1,,,6284287.0,530
Not Available,giorgi alien,97,0,,,,0,,,19984456.0,0
中国广东省Shenzhen Shi,roger,1.8m,0,,,,0,,,2849157.0,164
India,Atif,116k,24,,,,0,,,10908274.0,92
Not Available,Alexey,87k,0,,,,1,,,3106795.0,107
"London, United Kingdom",urschrei,1.5m,3,,,,6,,,416626.0,437
Not Available,hotmeatballsoup,611k,0,,,,1,,,5235665.0,837
Not Available,Advait Singh,50,0,,,,0,,,19818181.0,0
Not Available,VAndrew009,54,0,,,,0,,,23343077.0,0
"Nottingham, UK",Josh Paveley,3k,0,,,,0,,,10637947.0,3
Not Available,Gherman,513k,4,,,,2,,,2992008.0,581
Philippines,Nathan,176k,22,,,,1,,,1120393.0,89
Not Available,Horus Mole,53,0,,,,0,,,23355283.0,0
Not Available,simone_Vin,4k,0,,,,0,,,13234947.0,3
Not Available,Adrien SALA,25k,0,,,,0,,,4080379.0,0
"Glen Allen, VA, United States",Minu,57k,3,,,,0,,,4255910.0,31
Not Available,algar,49,0,,,,0,,,23354460.0,0
United States (for now),prakashxclusive,2k,0,,,,0,,,4048005.0,0
Not Available,MWBradshaw,49,0,,,,0,,,16761959.0,0
"Battle Creek, MI, United States",Brian Scramlin,20k,0,,,,3,,,4430212.0,25
Not Available,Michael Schnell,104,0,,,,0,,,23355542.0,1
Not Available,Broshward,245,0,,,,0,,,17779749.0,0
"Mexico City, CDMX, Mexico",Pedro Cobos,4k,0,,,,0,,,13295870.0,27
"Bangalore, Karnataka, India",Naveen Kulkarni,17k,30,,,,8,,,3493538.0,176
Not Available,kirilb,2k,0,,,,0,,,15196580.0,0
Not Available,Paula Kwakernaak,35,0,,,,0,,,23351665.0,0
Italy,bergben,89k,1,,,,3,,,3581006.0,96
Not Available,Archit Chhabra,2k,0,,,,0,,,1526128.0,0
Not Available,mob x,197,0,,,,0,,,21625383.0,2
"Fort Collins, CO, USA",Vorticity,759k,4,,,,25,,,676102.0,"1,016"
"Stockholm, Sverige",Lundin,19.2m,"1,318",,,,982,,,584518.0,"11,148"
Not Available,Zen Dx,31,0,,,,0,,,21648587.0,0
Not Available,VSSajjan,42,0,,,,0,,,15143216.0,0
Not Available,Vishal Kumar Singh,70,0,,,,0,,,22891728.0,0
Not Available,Sebastian Hanania,7k,0,,,,0,,,7858604.0,33
London,crevulus,227k,2,,,,0,,,13063136.0,125
"London, United Kingdom",greenLizard,503k,0,,,,0,,,269446.0,119
"Tavares, FL",Travis Heeter,5.2m,138,,,,8,,,1152809.0,"2,103"
"Laval, France",Antoine Gautier,34k,0,,,,0,,,3416205.0,113
"Ahmedabad, Gujarat, India",Jasmin Solanki,60k,1,,,,0,,,6493825.0,36
"Rio de Janeiro, RJ, Brasil",Augusto Baldo,8k,0,,,,0,,,12162070.0,18
Not Available,Jon Flynn,32k,0,,,,0,,,14790871.0,52
"Düsseldorf, Germany",Benjamin,17k,0,,,,0,,,9919049.0,5
Not Available,Data_Science_Mick,3k,0,,,,0,,,18723865.0,0
Not Available,katkak,996,0,,,,0,,,19784970.0,7
Not Available,Itamar Dalal,63,0,,,,0,,,21888371.0,0
Not Available,GuidoEstepona,33,0,,,,0,,,23355850.0,0
"Санкт-Петербург, Россия",Cyril,107,0,,,,0,,,23325715.0,0
"Rajkot, Gujarat, India",devanggarach,9k,0,,,,0,,,7300163.0,8
Not Available,Gonzo,115,0,,,,0,,,10559043.0,0
Not Available,draaa,888,0,,,,0,,,23003633.0,0
"Ravensburg, Deutschland",Jacob,21k,0,,,,1,,,1993341.0,46
Not Available,Wvxil,4k,0,,,,0,,,19242581.0,5
Not Available,dawat1234,1k,0,,,,0,,,18352697.0,0
Not Available,CEK,52,0,,,,0,,,23352370.0,0
Not Available,Jiří Komínek,63,0,,,,0,,,8357362.0,0
Not Available,David Hovsepyan,54k,0,,,,0,,,6951419.0,67
"Oxford, UK",Andy Stewart,388k,0,,,,0,,,151007.0,835
"Lodz, Poland",pazukdev,6k,0,,,,0,,,8288825.0,75
"Baltimore, MD, USA",Vedant Chandra,107k,1,,,,5,,,2799902.0,29
Not Available,David Gerding,16k,0,,,,1,,,890714.0,32
Not Available,Resolved,2k,0,,,,0,,,15103081.0,0
Not Available,Andrea,35k,0,,,,0,,,14965614.0,16
Not Available,Stackhouse,2k,0,,,,0,,,1254446.0,0
India,Ravi Raj,471k,2,,,,5,,,1250311.0,49
"Минск, Беларусь",smellyshovel,4k,0,,,,0,,,5899212.0,64
Not Available,Márton Gréczi,733,0,,,,0,,,15426185.0,0
Not Available,vinoth,125,0,,,,0,,,22421657.0,0
Not Available,Nauman Jafar,294,0,,,,0,,,18897910.0,0
Not Available,Cyber,13k,0,,,,0,,,2742663.0,4
Not Available,Felix Merchan,105,0,,,,0,,,22142973.0,0
"Palisade, CO, USA",rfay,511k,139,,,,1,,,215713.0,663
Not Available,Santiago Huerta Buenrostro,33,0,,,,0,,,23355836.0,0
"Perth, Australia",Kieran Hannigan,80,0,,,,0,,,1385000.0,0
"Crawley, UK",Benjamin Tamasi,60k,0,,,,2,,,1103318.0,87
Not Available,ofer simchovitch,7k,0,,,,0,,,4912015.0,4
Not Available,Matt Bright,2k,0,,,,0,,,12828225.0,0
Not Available,Berke Uçar,99,0,,,,0,,,20705465.0,0
Not Available,Juan Lasso Velasco,602,0,,,,0,,,21591458.0,0
Not Available,Tomek,973,0,,,,0,,,10806455.0,3
Not Available,user3187775,65k,0,,,,0,,,3187775.0,0
"Moscow, Russia",Mike Eshva,794k,4,,,,0,,,156991.0,627
"Ottawa, ON, Canada",Yan Zhao,193k,0,,,,0,,,8185944.0,45
Not Available,Dr. Prof. Patrick,101k,9,,,,0,,,6729591.0,446
"Israel Bak, תל אביב יפו, ישראל",michal,911,0,,,,0,,,8628231.0,0
"Berlin, Germany",user63764,4k,1,,,,0,,,2116456.0,8
Not Available,Carter Smith,2k,0,,,,0,,,20176545.0,0
Not Available,Test,103k,9,,,,0,,,17136258.0,419
Not Available,AngelusMortifer,43,0,,,,0,,,23354984.0,0
"Saint Paul, MN",Zac Delventhal,521k,1,,,,1,,,4284401.0,233
Not Available,Teeco,115,0,,,,0,,,23345791.0,0
"Praha, Česká republika",Michal Loksik,305k,0,,,,0,,,1836055.0,35
Not Available,yeahumok,649k,0,,,,1,,,102398.0,99
"Washington D.C., DC, USA",user840930,1.3m,0,,,,0,,,840930.0,49
"Hyderabad, Telangana, India",Sourabh,62k,4,,,,0,,,2798236.0,61
Bosnia and Herzegovina,bezbos.,1.1m,20,,,,26,,,8524584.0,"1,318"
Not Available,Deadlock,79k,0,,,,0,,,1715060.0,50
Not Available,Egor00f,29,0,,,,0,,,23306483.0,0
Not Available,Ey Jo,37,0,,,,0,,,22545078.0,0
"Bangalore, India",Suresh Pattu,5.2m,10,,,,5,,,1071246.0,"1,886"
"Toronto, ON, Canada",Fei Xu,7k,0,,,,0,,,2816044.0,8
Not Available,Juan Pablo Argento,32,0,,,,0,,,8117754.0,0
Not Available,Le Hoang Long,12k,0,,,,0,,,5688339.0,13
Not Available,MobileFirst,486,0,,,,0,,,23256328.0,5
Not Available,Marie,350,0,,,,0,,,16731137.0,0
Not Available,ramakrishna,872,0,,,,0,,,11978924.0,0
Poland,yras8,24k,0,,,,0,,,15394203.0,126
London,aysebilgegunduz,471k,1,,,,1,,,3542650.0,203
"Nainital, India",Bhoopesh Pathak,17k,0,,,,0,,,772636.0,18
Not Available,JimDev,13k,0,,,,0,,,18641083.0,2
Not Available,Piotrold,5k,0,,,,0,,,8780513.0,71
Not Available,Mindaugas Vilimas,5k,0,,,,0,,,14445458.0,5
Not Available,CMH,71k,0,,,,0,,,2379895.0,100
France,Basile Starynkevitch,27.6m,250,,,,113,,,841108.0,"28,087"
Madrid,Rob,97k,0,,,,0,,,5538787.0,101
Not Available,zeak,164,0,,,,0,,,8657119.0,0
Not Available,benman,16k,0,,,,0,,,15150535.0,41
"Austin, TX, USA",Northern Captain,468k,0,,,,0,,,536664.0,108
Not Available,Divyang Shah,364k,0,,,,0,,,7206830.0,27
"Michigan, USA",Greg Burghardt,1.8m,638,,,,18,,,3092298.0,"2,104"
Not Available,Francesca,54,0,,,,0,,,23355578.0,0
Not Available,ichimok,640k,0,,,,0,,,4801661.0,4
Not Available,Abdul Rahman,25,0,,,,0,,,23355815.0,0
Not Available,ohmycloudy,6k,1,,,,0,,,7428483.0,152
Not Available,codeskin,19k,0,,,,0,,,7046938.0,14
Not Available,Jude Packard-Jones,21,0,,,,0,,,23355774.0,0
Not Available,KScott,3k,0,,,,0,,,7223416.0,0
Argentina,Ramiro Navarrete,287,0,,,,0,,,21245058.0,0
Not Available,dev_helemaaldebom,76,0,,,,0,,,23354843.0,0
-,Dolphy the Reaper,9k,0,,,,0,,,13357843.0,8
Not Available,Vlad,12,0,,,,0,,,23355620.0,0
Not Available,poca,157k,0,,,,0,,,10299105.0,7
Not Available,Cifrax777,5k,0,,,,0,,,16024953.0,0
Not Available,Ole Begemann,6.0m,58,,,,4,,,116862.0,"2,055"
"Washington, District of Columbia, United States",davetron5000,5.7m,29,,,,0,,,3029.0,314
"Durham, NC",Graham,18k,0,,,,0,,,6483519.0,2
Not Available,Nithin,38,0,,,,0,,,23191117.0,0
Not Available,Eric King,5k,0,,,,0,,,10149269.0,4
"Wuhan, China",yodahaji,34k,0,,,,0,,,6660335.0,28
Singapore,Lydie Garsia,5k,0,,,,0,,,12451191.0,1
Not Available,sansofts,13,0,,,,0,,,18383871.0,0
Not Available,WordHard,84,0,,,,0,,,23347075.0,0
Not Available,Joao Felipe,396,0,,,,0,,,22841388.0,0
"Uzbekistan Avenue, Turkiye",Mir Stephen,225k,3,,,,1,,,9441080.0,"1,468"
Not Available,Akshay,286,0,,,,0,,,23180346.0,6
Not Available,IdoBa,13k,0,,,,0,,,21348174.0,8
Not Available,Jay Williams,1k,0,,,,0,,,5699099.0,0
Not Available,SeePlusPlus,4k,0,,,,0,,,12502515.0,3
"Cape Town, South Africa",BruceHill,4.4m,4,,,,1,,,649497.0,"1,000"
"London, UK",baselsoftwaredev,22k,0,,,,0,,,6599654.0,9
Not Available,XcOder,23k,0,,,,0,,,2625656.0,12
Not Available,maread,25,0,,,,0,,,23354574.0,0
Not Available,iyaakarim,26k,0,,,,0,,,16481409.0,0
Not Available,user1902346,103k,0,,,,0,,,1902346.0,4
Not Available,ANS,16k,0,,,,0,,,5541738.0,0
Not Available,Yoda,77k,0,,,,0,,,1148676.0,14
Tasmania,Graham H,22k,0,,,,0,,,1628942.0,86
"Newport, United Kingdom",Ferrard,301k,0,,,,0,,,1913724.0,39
Not Available,kaidobit,5k,0,,,,0,,,10955817.0,8
Not Available,Alena,43,0,,,,0,,,23355258.0,0
Ireland,Ciprian,89k,17,,,,50,,,2987930.0,573
Not Available,Andy Swanson,55,0,,,,0,,,21096302.0,0
Not Available,Niels Hameleers,164k,3,,,,0,,,4981721.0,420
Nigeria,W3Guy,137k,1,,,,0,,,2648410.0,7
Not Available,malabile,258,0,,,,0,,,22315114.0,0
Not Available,SirMo_,63,0,,,,0,,,22778667.0,0
Kolkata,Susmita Sadhu,33k,0,,,,0,,,4570464.0,34
"Amsterdam, Nederland",Al John,27k,2,,,,1,,,7862339.0,192
Not Available,Phoeniqz,3k,0,,,,0,,,17380247.0,0
"Boston, MA, USA",Dmitry Amelchenko,17k,0,,,,0,,,11564699.0,3
"İzmir, Turkey",savepopulation,2.8m,37,,,,2,,,1559852.0,"2,744"
Not Available,Cristobal Sarome,119k,1,,,,0,,,9393952.0,61
Not Available,barak1412,104k,0,,,,4,,,1467552.0,101
"San Francisco, CA, USA",poutyboi,39k,1,,,,1,,,1807880.0,20
Not Available,Hez,37,0,,,,0,,,23355665.0,0
Not Available,TheFishTheySay,18k,0,,,,0,,,14774643.0,124
Not Available,gaut,274k,13,,,,2,,,5224236.0,823
"Scotland, United Kingdom",match,753k,48,,,,72,,,9203110.0,947
Not Available,Behnia FB,35k,2,,,,0,,,13534122.0,59
Not Available,Francisco Martinez,9,0,,,,0,,,23321482.0,0
Not Available,sato,65k,0,,,,0,,,6231251.0,44
Not Available,Gak kitkat,8k,0,,,,0,,,20604573.0,0
"Garland, TX",bopapa_1979,1.1m,6,,,,1,,,406732.0,416
Not Available,Be covered with white,221,0,,,,0,,,23281712.0,2
"Montréal, QC, Canada",thibsc,372k,15,,,,12,,,7611028.0,185
Not Available,PleasePleasePleaseHelp,2k,0,,,,0,,,21700578.0,1
"Long Island, NY",xtian,351k,7,,,,3,,,343215.0,241
Not Available,sos12,54k,0,,,,0,,,2818091.0,32
Not Available,Skinkpajen,3k,0,,,,0,,,6691206.0,0
Not Available,Carlos,34k,1,,,,0,,,906704.0,1
Not Available,Achraf FAWZI,853,0,,,,0,,,21558078.0,27
"Scotland, UK",Jim Burke,20k,0,,,,0,,,12569519.0,11
Not Available,user2112618,38k,0,,,,0,,,2112618.0,2
"Santiago, Chile",Jorvan,12k,0,,,,0,,,10470519.0,26
Not Available,mykea-dev,3k,0,,,,0,,,16457930.0,0
Not Available,Allan Silva,26,0,,,,0,,,23352912.0,0
United States,Joe Van Dyk,1.8m,5,,,,0,,,17076.0,169
Not Available,E Bell,67,0,,,,0,,,23205962.0,0
Not Available,Somebody,1.2m,5,,,,0,,,808891.0,"1,933"
Not Available,Eseosa Okundaye,12,0,,,,0,,,23273979.0,0
Not Available,anamarz,269,0,,,,0,,,19620033.0,0
"haryana,india",vikram,92,0,,,,0,,,22268858.0,0
Not Available,WillPolak,54,0,,,,0,,,23303238.0,0
Not Available,crimson_sails,38k,0,,,,0,,,7826958.0,0
Not Available,ekinek,14k,0,,,,0,,,1806152.0,2
Brazil,SSudor,12k,0,,,,0,,,9853363.0,12
Not Available,concrete_boi,147,0,,,,0,,,21163814.0,0
Not Available,Radeen,783,0,,,,0,,,14566322.0,1
Not Available,Borrimoro,83k,0,,,,1,,,2298709.0,0
Not Available,Ghiles_1010,2k,0,,,,0,,,12881939.0,0
Not Available,Henry,126k,9,,,,4,,,13753914.0,110
Not Available,Andreas Leeb,65,0,,,,0,,,10493518.0,0
Not Available,KevinB,294k,2,,,,0,,,7486140.0,696
"Minneapolis, MN",wdtj,500k,0,,,,0,,,1442731.0,34
Not Available,Some1Else,62k,0,,,,1,,,4237309.0,20
Not Available,Noemí,5k,0,,,,0,,,14827271.0,0
Minnesota,tqwhite,41k,0,,,,0,,,567016.0,28
Pune,Puneet Samaiya,435,0,,,,0,,,13115485.0,0
Not Available,eddie582,74,0,,,,0,,,19964895.0,0
Not Available,Steve,37,0,,,,0,,,23354997.0,0
Not Available,Robin Michael Poothurai,1.2m,1,,,,0,,,1099670.0,77
"Cleveland, OH",Kris B,682k,0,,,,0,,,137639.0,778
"{0,0,0}",helt,1.2m,9,,,,0,,,978392.0,462
"Portland, OR, USA",PixelPioneer,612k,4,,,,5,,,5082406.0,962
"Lancashire, United Kingdom",JMD,50k,0,,,,0,,,7369202.0,0
"Wien, Österreich",SpittingBull,61,0,,,,0,,,10032696.0,0
Florida,Vadim,2.0m,5,,,,0,,,82005.0,768
Not Available,naomikim,2k,0,,,,0,,,18211603.0,13
Not Available,Goodness,28,0,,,,0,,,23355497.0,0
Not Available,Waqar,39,0,,,,0,,,23350542.0,0
Not Available,msalla,39k,0,,,,2,,,10653440.0,81
Not Available,balaganesh,2k,0,,,,0,,,16099384.0,0
Not Available,quah joey,58,0,,,,0,,,23322175.0,0
Not Available,s yb,59,0,,,,0,,,23315551.0,0
Not Available,Randy ortan,10k,0,,,,0,,,10118807.0,0
Not Available,ELOL,27k,0,,,,0,,,19342899.0,22
Not Available,aeaeae,173,0,,,,0,,,5856916.0,0
Not Available,mr.T,12k,0,,,,0,,,6699974.0,"1,075"
Not Available,Ashiqur Rahman,13,0,,,,0,,,23355601.0,0
Not Available,user9920500,50k,0,,,,3,,,9920500.0,64
Chicago,Dfate,727,0,,,,0,,,3957472.0,0
Toulouse,MaxLand,2k,0,,,,0,,,15763454.0,7
Memphis TN United States,Adam Jacobs,119,0,,,,0,,,23346392.0,3
"Philadelphia, PA, United States",ebbishop,148k,32,,,,43,,,5799673.0,"1,968"
Not Available,Said,613,0,,,,0,,,18225232.0,0
Colombia,Daniel Valencia,309k,0,,,,0,,,12951148.0,116
Not Available,Lochinvar,8k,0,,,,0,,,2331223.0,0
"Paris, France",Benjamin,5k,0,,,,0,,,7534047.0,2
Not Available,subbu,4k,0,,,,0,,,3907570.0,0
Not Available,Davide Luise,173,0,,,,0,,,11763694.0,0
"Berlin, Deutschland",topskip,1.7m,19,,,,30,,,317915.0,"1,135"
Not Available,acg,213,0,,,,0,,,21065045.0,0
"Jamshedpur, Jharkhand, India",sagar singh,4k,0,,,,0,,,13793093.0,0
United States,Huda,233,0,,,,0,,,10185004.0,1
Not Available,user1480192,53k,0,,,,0,,,1480192.0,15
Not Available,T.C,25k,1,,,,0,,,9980871.0,14
Not Available,sin mostcore,241,0,,,,0,,,23136231.0,0
Not Available,Karthy,199,0,,,,0,,,22723539.0,0
"Munich, Germany",Maik,1k,0,,,,0,,,8830372.0,6
Not Available,runlevel,23,0,,,,0,,,23355563.0,0
Not Available,JULUXX JULUX,64,0,,,,0,,,23162558.0,0
Not Available,B Fitz,89,0,,,,0,,,22280956.0,0
Not Available,Luca Dibo,22k,0,,,,0,,,5923356.0,8
Israel,Dror Hilman,1.9m,1,,,,0,,,314548.0,953
Not Available,Oumaima,860k,0,,,,0,,,5834668.0,14
Not Available,Jim_M,28k,0,,,,0,,,4535527.0,8
Nairobi Kenya,Michael Ng'ang'a Njoroge,8k,0,,,,0,,,13555086.0,8
Not Available,a6i09per5f,22k,0,,,,0,,,16030581.0,15
Not Available,Intern,5k,0,,,,0,,,19195008.0,11
Not Available,SwartsBang,126,0,,,,0,,,22370100.0,0
Not Available,ganeshravisankar,2k,0,,,,0,,,21167412.0,1
Not Available,Callum Stones,2k,0,,,,0,,,19938979.0,2
Beijing,Shane,372,0,,,,0,,,14989463.0,0
Not Available,Sad El,1k,0,,,,0,,,14578953.0,5
Not Available,JS_is_awesome18,350k,2,,,,0,,,9388426.0,77
Not Available,AARTI VERMA,35,0,,,,0,,,23354340.0,0
"Thrapston, Kettering, UK",khris jones,3k,0,,,,0,,,12063469.0,1
"Kensington, MD",Paul Croarkin,2.2m,93,,,,18,,,18995.0,541
Not Available,sy_butter,17,0,,,,0,,,23317203.0,0
Not Available,AlienwareR,1k,0,,,,0,,,14350315.0,5
Not Available,asha soroushpoor,742,0,,,,0,,,4555820.0,2
Not Available,Bill Kervaski,25k,0,,,,1,,,1499312.0,40
Not Available,Tokens94,11k,0,,,,0,,,10778283.0,5
Not Available,neha ingley,193,0,,,,0,,,21939588.0,0
Not Available,Dan,14,0,,,,0,,,23303783.0,0
"Boston, MA",dave mankoff,1.9m,22,,,,1,,,10093.0,478
South Korea,Indigo_Coder,581,0,,,,0,,,8355427.0,2
Not Available,Eric Boorman,10k,0,,,,0,,,15488033.0,8
Not Available,Боян Бонев,36,0,,,,0,,,23354446.0,0
"Chennai, Tamil Nadu, India",Learn Hadoop,382k,0,,,,0,,,8726488.0,125
Not Available,ikhwan salihin,1k,0,,,,0,,,6816467.0,0
Not Available,laptop22,235,0,,,,0,,,23337746.0,0
Germany,Vencat,99k,2,,,,5,,,10334333.0,162
Not Available,Joel Barrantes,68k,1,,,,0,,,16736581.0,6
